PhraseId,SentenceId,Phrase,Sentiment
3228,121,Spider-man,2
3229,121,"is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff .",4
3230,121,"is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff",4
3231,121,is better than any summer blockbuster,4
3232,121,better than any summer blockbuster,4
3233,121,than any summer blockbuster,2
3234,121,any summer blockbuster,3
3235,121,summer blockbuster,3
3236,121,summer,2
3237,121,blockbuster,3
3238,121,"we had to endure last summer , and hopefully , sets the tone for a summer of good stuff",2
3239,121,"we had to endure last summer , and",1
3240,121,"we had to endure last summer ,",1
3241,121,we had to endure last summer,1
3242,121,had to endure last summer,1
3243,121,had,2
3244,121,to endure last summer,2
3245,121,endure last summer,2
3246,121,endure,2
3247,121,last summer,2
3248,121,last,2
3249,121,"hopefully , sets the tone for a summer of good stuff",4
3250,121,hopefully,2
3251,121,", sets the tone for a summer of good stuff",3
3252,121,sets the tone for a summer of good stuff,3
3253,121,sets,2
3254,121,the tone for a summer of good stuff,3
3255,121,the tone,2
3256,121,tone,2
3257,121,for a summer of good stuff,3
3258,121,a summer of good stuff,3
3259,121,a summer,3
3260,121,of good stuff,3
3261,121,good stuff,3
3262,121,stuff,2
3263,122,Absorbing character,2
3264,122,Turpin,2
3265,123,"Violent , vulgar and forgettably entertaining .",1
3266,123,"Violent , vulgar and forgettably entertaining",1
3267,123,"Violent , vulgar and forgettably",0
3268,123,", vulgar and forgettably",2
3269,123,vulgar and forgettably,1
3270,123,vulgar and,2
3271,123,vulgar,0
3272,123,forgettably,1
3273,124,It 's the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of Sarah and Harrison .,2
3274,124,'s the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of Sarah and Harrison .,2
3275,124,'s the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of Sarah and Harrison,3
3276,124,the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of Sarah and Harrison,3
3277,124,the unsettling images,2
3278,124,unsettling images,1
3279,124,images,2
3280,124,of a war-ravaged land that prove more potent and riveting than the unlikely story of Sarah and Harrison,3
3281,124,a war-ravaged land that prove more potent and riveting than the unlikely story of Sarah and Harrison,2
3282,124,a war-ravaged land,1
3283,124,war-ravaged land,2
3284,124,war-ravaged,2
3285,124,land,2
3286,124,that prove more potent and riveting than the unlikely story of Sarah and Harrison,2
3287,124,prove more potent and riveting than the unlikely story of Sarah and Harrison,4
3288,124,prove more potent and riveting,3
3289,124,prove,2
3290,124,more potent and riveting,2
3291,124,potent and riveting,4
3292,124,potent and,3
3293,124,potent,3
3294,124,riveting,4
3295,124,than the unlikely story of Sarah and Harrison,2
3296,124,the unlikely story of Sarah and Harrison,2
3297,124,the unlikely story,2
3298,124,unlikely story,2
3299,124,unlikely,2
3300,124,of Sarah and Harrison,2
3301,124,Sarah and Harrison,2
3302,124,Sarah and,2
3303,124,Sarah,2
3304,124,Harrison,2
3305,125,"Winds up being both revelatory and narcissistic , achieving some honest insight into relationships that most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars .",3
3306,125,"Winds up being both revelatory and narcissistic , achieving some honest insight into relationships that most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars",4
3307,125,Winds,2
3308,125,"up being both revelatory and narcissistic , achieving some honest insight into relationships that most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars",3
3309,125,"being both revelatory and narcissistic , achieving some honest insight into relationships that most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars",2
3310,125,"being both revelatory and narcissistic ,",2
3311,125,being both revelatory and narcissistic,2
3312,125,both revelatory and narcissistic,2
3313,125,revelatory and narcissistic,1
3314,125,revelatory and,3
3315,125,revelatory,3
3316,125,narcissistic,1
3317,125,"achieving some honest insight into relationships that most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars",3
3318,125,achieving some honest insight into relationships,3
3319,125,achieving some honest insight,3
3320,125,achieving,2
3321,125,some honest insight,3
3322,125,honest insight,3
3323,125,honest,4
3324,125,insight,2
3325,125,into relationships,2
3326,125,relationships,2
3327,125,"that most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars",2
3328,125,"most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars",3
3329,125,most high-concept films,2
3330,125,high-concept films,3
3331,125,high-concept,3
3332,125,"candy-coat with pat storylines , precious circumstances and beautiful stars",3
3333,125,candy-coat,2
3334,125,"with pat storylines , precious circumstances and beautiful stars",3
3335,125,"pat storylines , precious circumstances and beautiful stars",4
3336,125,"pat storylines , precious circumstances and",2
3337,125,"pat storylines , precious circumstances",3
3338,125,"pat storylines ,",2
3339,125,pat storylines,1
3340,125,storylines,2
3341,125,precious circumstances,3
3342,125,precious,3
3343,125,circumstances,2
3344,125,beautiful stars,3
3345,125,beautiful,4
3346,125,stars,2
3347,126,"If Mostly Martha is mostly unsurprising , it 's still a sweet , even delectable diversion .",3
3348,126,If Mostly Martha is mostly unsurprising,2
3349,126,Mostly Martha is mostly unsurprising,1
3350,126,Mostly Martha,2
3351,126,Mostly,2
3352,126,Martha,2
3353,126,is mostly unsurprising,2
3354,126,mostly unsurprising,2
3355,126,unsurprising,1
3356,126,", it 's still a sweet , even delectable diversion .",3
3357,126,"it 's still a sweet , even delectable diversion .",4
3358,126,"'s still a sweet , even delectable diversion .",3
3359,126,"'s still a sweet , even delectable diversion",4
3360,126,'s still,2
3361,126,"a sweet , even delectable diversion",3
3362,126,"sweet , even delectable diversion",3
3363,126,"sweet , even delectable",4
3364,126,", even delectable",3
3365,126,even delectable,3
3366,126,delectable,4
3367,126,diversion,2
3368,127,"A thoughtful and surprisingly affecting portrait of a screwed-up man who dared to mess with some powerful people , seen through the eyes of the idealistic kid who chooses to champion his ultimately losing cause .",4
3369,127,"A thoughtful and surprisingly affecting portrait of a screwed-up man who dared to mess with some powerful people , seen through the eyes of the idealistic kid who chooses to champion his ultimately losing cause",4
3370,127,"A thoughtful and surprisingly affecting portrait of a screwed-up man who dared to mess with some powerful people ,",3
3371,127,A thoughtful and surprisingly affecting portrait of a screwed-up man who dared to mess with some powerful people,3
3372,127,A thoughtful and surprisingly affecting portrait,3
3373,127,thoughtful and surprisingly affecting portrait,3
3374,127,thoughtful and surprisingly affecting,4
3375,127,thoughtful and,3
3376,127,surprisingly affecting,3
3377,127,affecting,2
3378,127,portrait,2
3379,127,of a screwed-up man who dared to mess with some powerful people,2
3380,127,a screwed-up man who dared to mess with some powerful people,1
3381,127,a screwed-up man,1
3382,127,screwed-up man,2
3383,127,screwed-up,1
3384,127,who dared to mess with some powerful people,2
3385,127,dared to mess with some powerful people,1
3386,127,dared to mess,2
3387,127,dared,3
3388,127,to mess,2
3389,127,with some powerful people,3
3390,127,some powerful people,3
3391,127,powerful people,3
3392,127,powerful,4
3393,127,people,2
3394,127,seen through the eyes of the idealistic kid who chooses to champion his ultimately losing cause,2
3395,127,seen,2
3396,127,through the eyes of the idealistic kid who chooses to champion his ultimately losing cause,3
3397,127,the eyes of the idealistic kid who chooses to champion his ultimately losing cause,2
3398,127,the eyes,2
3399,127,eyes,2
3400,127,of the idealistic kid who chooses to champion his ultimately losing cause,3
3401,127,the idealistic kid who chooses to champion his ultimately losing cause,2
3402,127,the idealistic kid,2
3403,127,idealistic kid,3
3404,127,idealistic,2
3405,127,kid,2
3406,127,who chooses to champion his ultimately losing cause,2
3407,127,chooses to champion his ultimately losing cause,2
3408,127,chooses,2
3409,127,to champion his ultimately losing cause,2
3410,127,champion his ultimately losing cause,2
3411,127,champion,3
3412,127,his ultimately losing cause,2
3413,127,ultimately losing cause,1
3414,127,losing cause,2
3415,127,losing,1
3416,127,cause,2
3417,128,"Keenly observed and refreshingly natural , Swimming gets the details right , from its promenade of barely clad bodies in Myrtle Beach , S.C. , to the adrenaline jolt of a sudden lunch rush at the diner .",3
3418,128,Keenly observed and refreshingly natural,3
3419,128,Keenly observed and,3
3420,128,Keenly observed,2
3421,128,Keenly,3
3422,128,observed,2
3423,128,refreshingly natural,3
3424,128,refreshingly,3
3425,128,natural,2
3426,128,", Swimming gets the details right , from its promenade of barely clad bodies in Myrtle Beach , S.C. , to the adrenaline jolt of a sudden lunch rush at the diner .",3
3427,128,"Swimming gets the details right , from its promenade of barely clad bodies in Myrtle Beach , S.C. , to the adrenaline jolt of a sudden lunch rush at the diner .",3
3428,128,"gets the details right , from its promenade of barely clad bodies in Myrtle Beach , S.C. , to the adrenaline jolt of a sudden lunch rush at the diner .",3
3429,128,"gets the details right , from its promenade of barely clad bodies in Myrtle Beach , S.C. , to the adrenaline jolt of a sudden lunch rush at the diner",3
3430,128,gets the details,2
3431,128,the details,2
3432,128,details,2
3433,128,"right , from its promenade of barely clad bodies in Myrtle Beach , S.C. , to the adrenaline jolt of a sudden lunch rush at the diner",3
3434,128,", from its promenade of barely clad bodies in Myrtle Beach , S.C. , to the adrenaline jolt of a sudden lunch rush at the diner",3
3435,128,"from its promenade of barely clad bodies in Myrtle Beach , S.C. , to the adrenaline jolt of a sudden lunch rush at the diner",3
3436,128,"from its promenade of barely clad bodies in Myrtle Beach , S.C.",2
3437,128,"its promenade of barely clad bodies in Myrtle Beach , S.C.",2
3438,128,its promenade,2
3439,128,promenade,2
3440,128,"of barely clad bodies in Myrtle Beach , S.C.",2
3441,128,"barely clad bodies in Myrtle Beach , S.C.",2
3442,128,barely clad bodies,2
3443,128,barely clad,2
3444,128,clad,2
3445,128,bodies,2
3446,128,"in Myrtle Beach , S.C.",2
3447,128,"Myrtle Beach , S.C.",2
3448,128,"Myrtle Beach ,",2
3449,128,Myrtle Beach,2
3450,128,Myrtle,2
3451,128,Beach,2
3452,128,S.C.,2
3453,128,", to the adrenaline jolt of a sudden lunch rush at the diner",3
3454,128,to the adrenaline jolt of a sudden lunch rush at the diner,2
3455,128,the adrenaline jolt of a sudden lunch rush at the diner,3
3456,128,the adrenaline jolt,3
3457,128,adrenaline jolt,3
3458,128,adrenaline,2
3459,128,jolt,2
3460,128,of a sudden lunch rush at the diner,2
3461,128,a sudden lunch rush at the diner,2
3462,128,a sudden lunch rush,3
3463,128,sudden lunch rush,2
3464,128,sudden,2
3465,128,lunch rush,2
3466,128,lunch,2
3467,128,rush,1
3468,128,at the diner,2
3469,128,the diner,2
3470,128,diner,2
3471,129,A brilliant gag at the expense of those who paid for it and those who pay to see it .,2
3472,129,A brilliant gag at the expense of those who paid for it and those who pay to see it,2
3473,129,A brilliant gag,3
3474,129,brilliant gag,3
3475,129,brilliant,4
3476,129,at the expense of those who paid for it and those who pay to see it,0
3477,129,the expense of those who paid for it and those who pay to see it,1
3478,129,the expense,2
3479,129,expense,2
3480,129,of those who paid for it and those who pay to see it,2
3481,129,those who paid for it and those who pay to see it,2
3482,129,those who paid for it and,2
3483,129,those who paid for it,2
3484,129,who paid for it,2
3485,129,paid for it,2
3486,129,paid,2
3487,129,those who pay to see it,2
3488,129,who pay to see it,2
3489,129,pay to see it,3
3490,129,pay,2
3491,129,to see it,2
3492,129,see it,3
3493,130,"A triumph , a film that hews out a world and carries us effortlessly from darkness to light .",4
3494,130,"A triumph , a film that hews out a world and carries us effortlessly from darkness to light",4
3495,130,"A triumph ,",3
3496,130,A triumph,4
3497,130,triumph,3
3498,130,a film that hews out a world and carries us effortlessly from darkness to light,4
3499,130,that hews out a world and carries us effortlessly from darkness to light,3
3500,130,hews out a world and carries us effortlessly from darkness to light,3
3501,130,hews out a world and,2
3502,130,hews out a world,2
3503,130,hews out,2
3504,130,hews,2
3505,130,a world,2
3506,130,carries us effortlessly from darkness to light,3
3507,130,carries us effortlessly from darkness,3
3508,130,carries us effortlessly,3
3509,130,carries us,2
3510,130,carries,2
3511,130,effortlessly,3
3512,130,from darkness,2
3513,130,darkness,1
3514,130,to light,3
3515,130,light,2
3516,131,Just about everyone involved here seems to be coasting .,1
3517,131,Just about everyone involved here,2
3518,131,Just about everyone,2
3519,131,about everyone,2
3520,131,everyone,2
3521,131,involved here,2
3522,131,involved,2
3523,131,seems to be coasting .,1
3524,131,seems to be coasting,2
3525,131,seems,2
3526,131,to be coasting,2
3527,131,be coasting,2
3528,131,coasting,2
3529,132,"A fascinating , dark thriller that keeps you hooked on the delicious pulpiness of its lurid fiction .",3
3530,132,"A fascinating , dark thriller that keeps you",4
3531,132,"A fascinating , dark thriller",3
3532,132,"fascinating , dark thriller",3
3533,132,", dark thriller",2
3534,132,dark thriller,2
3535,132,that keeps you,3
3536,132,keeps you,3
3537,132,hooked on the delicious pulpiness of its lurid fiction .,3
3538,132,hooked on the delicious pulpiness of its lurid fiction,3
3539,132,hooked,3
3540,132,on the delicious pulpiness of its lurid fiction,3
3541,132,the delicious pulpiness of its lurid fiction,3
3542,132,the delicious pulpiness,3
3543,132,delicious pulpiness,3
3544,132,delicious,3
3545,132,pulpiness,2
3546,132,of its lurid fiction,3
3547,132,its lurid fiction,2
3548,132,lurid fiction,2
3549,132,lurid,2
3550,132,fiction,3
3551,133,I suspect this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the DVD .,1
3552,133,suspect this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the DVD .,2
3553,133,suspect this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the DVD,2
3554,133,this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the DVD,1
3555,133,is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the DVD,1
3556,133,the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the DVD,2
3557,133,the kind of production,2
3558,133,the kind,2
3559,133,kind,3
3560,133,of production,2
3561,133,production,2
3562,133,that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the DVD,1
3563,133,would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the DVD,1
3564,133,have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the DVD,1
3565,133,been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the DVD,2
3566,133,been funnier,2
3567,133,been,2
3568,133,funnier,3
3569,133,if the director had released the outtakes theatrically and used the film as a bonus feature on the DVD,1
3570,133,the director had released the outtakes theatrically and used the film as a bonus feature on the DVD,3
3571,133,had released the outtakes theatrically and used the film as a bonus feature on the DVD,3
3572,133,released the outtakes theatrically and used the film as a bonus feature on the DVD,1
3573,133,released the outtakes theatrically and,2
3574,133,released the outtakes theatrically,2
3575,133,released the outtakes,2
3576,133,released,2
3577,133,the outtakes,2
3578,133,outtakes,2
3579,133,theatrically,2
3580,133,used the film as a bonus feature on the DVD,1
3581,133,used the film as a bonus feature,2
3582,133,used,2
3583,133,the film as a bonus feature,2
3584,133,as a bonus feature,2
3585,133,a bonus feature,3
3586,133,bonus feature,2
3587,133,bonus,3
3588,133,on the DVD,2
3589,133,the DVD,2
3590,133,DVD,2
3591,134,"It 's hard to say who might enjoy this , are there Tolstoy groupies out there ?",1
3592,134,It 's hard to say who might enjoy this,0
3593,134,'s hard to say who might enjoy this,1
3594,134,hard to say who might enjoy this,0
3595,134,to say who might enjoy this,2
3596,134,say who might enjoy this,2
3597,134,who might enjoy this,3
3598,134,might enjoy this,3
3599,134,enjoy this,3
3600,134,", are there Tolstoy groupies out there ?",2
3601,134,are there Tolstoy groupies out there ?,2
3602,134,are there Tolstoy groupies out there,2
3603,134,are there Tolstoy groupies,2
3604,134,are there,2
3605,134,Tolstoy groupies,2
3606,134,Tolstoy,2
3607,134,groupies,2
3608,134,out there,2
3609,134,?,2
3610,135,Daughter From Danang reveals that efforts toward closure only open new wounds .,1
3611,135,Daughter,3
3612,135,From Danang reveals that efforts toward closure only open new wounds .,2
3613,135,From Danang,2
3614,135,Danang,2
3615,135,reveals that efforts toward closure only open new wounds .,2
3616,135,reveals that efforts toward closure only open new wounds,3
3617,135,reveals,2
3618,135,that efforts toward closure only open new wounds,1
3619,135,efforts toward closure only open new wounds,2
3620,135,efforts toward closure,2
3621,135,efforts,2
3622,135,toward closure,2
3623,135,toward,2
3624,135,closure,2
3625,135,only open new wounds,1
3626,135,open new wounds,2
3627,135,open,3
3628,135,new wounds,2
3629,135,wounds,2
3630,136,One of the year 's most weirdly engaging and unpredictable character pieces .,4
3631,136,One of the year,2
3632,136,'s most weirdly engaging and unpredictable character pieces .,2
3633,136,'s most weirdly engaging and unpredictable character pieces,3
3634,136,'s most,2
3635,136,weirdly engaging and unpredictable character pieces,3
3636,136,weirdly,1
3637,136,engaging and unpredictable character pieces,3
3638,136,and unpredictable character pieces,2
3639,136,unpredictable character pieces,2
3640,136,unpredictable,2
3641,136,character pieces,2
3642,136,pieces,2
3643,137,Intriguing and downright intoxicating .,4
3644,137,Intriguing and downright intoxicating,4
3645,137,Intriguing,3
3646,137,and downright intoxicating,2
3647,137,downright intoxicating,4
3648,137,intoxicating,3
3649,138,"Although fairly involving as far as it goes , the film does n't end up having much that is fresh to say about growing up Catholic or , really , anything .",1
3650,138,Although fairly involving as far as it goes,3
3651,138,Although,2
3652,138,fairly involving as far as it goes,3
3653,138,fairly,2
3654,138,involving as far as it goes,2
3655,138,involving as far,2
3656,138,as far,2
3657,138,as it goes,2
3658,138,it goes,2
3659,138,", the film does n't end up having much that is fresh to say about growing up Catholic or , really , anything .",1
3660,138,"the film does n't end up having much that is fresh to say about growing up Catholic or , really , anything .",1
3661,138,"does n't end up having much that is fresh to say about growing up Catholic or , really , anything .",1
3662,138,"does n't end up having much that is fresh to say about growing up Catholic or , really , anything",2
3663,138,"end up having much that is fresh to say about growing up Catholic or , really , anything",2
3664,138,end up,2
3665,138,end,2
3666,138,"having much that is fresh to say about growing up Catholic or , really , anything",3
3667,138,having,2
3668,138,"much that is fresh to say about growing up Catholic or , really , anything",2
3669,138,"that is fresh to say about growing up Catholic or , really , anything",2
3670,138,"is fresh to say about growing up Catholic or , really , anything",3
3671,138,"fresh to say about growing up Catholic or , really , anything",1
3672,138,fresh,4
3673,138,"to say about growing up Catholic or , really , anything",2
3674,138,"say about growing up Catholic or , really , anything",2
3675,138,"about growing up Catholic or , really , anything",2
3676,138,"growing up Catholic or , really , anything",2
3677,138,growing up,2
3678,138,growing,2
3679,138,"Catholic or , really , anything",2
3680,138,"Catholic or , really ,",2
3681,138,Catholic or,2
3682,138,Catholic,2
3683,138,", really ,",2
3684,138,"really ,",2
3685,138,really,2
3686,138,anything,2
3687,139,"The movie is silly beyond comprehension , and even if it were n't silly , it would still be beyond comprehension .",0
3688,139,"The movie is silly beyond comprehension , and even if it were n't silly , it would still be beyond comprehension",1
3689,139,"The movie is silly beyond comprehension , and",0
3690,139,"The movie is silly beyond comprehension ,",3
3691,139,The movie is silly beyond comprehension,1
3692,139,is silly beyond comprehension,1
3693,139,silly beyond comprehension,1
3694,139,beyond comprehension,2
3695,139,comprehension,2
3696,139,"even if it were n't silly , it would still be beyond comprehension",1
3697,139,even if it were n't silly,2
3698,139,if it were n't silly,1
3699,139,it were n't silly,2
3700,139,were n't silly,2
3701,139,were n't,2
3702,139,were,2
3703,139,", it would still be beyond comprehension",1
3704,139,it would still be beyond comprehension,1
3705,139,would still be beyond comprehension,2
3706,139,would still,2
3707,139,be beyond comprehension,2
3708,140,Sleek and arty .,3
3709,140,Sleek and arty,4
3710,140,Sleek and,2
3711,140,Sleek,3
3712,140,arty,2
3713,141,"Poor editing , bad bluescreen , and ultra-cheesy dialogue highlight the radical action .",0
3714,141,"Poor editing , bad bluescreen , and ultra-cheesy dialogue",0
3715,141,"Poor editing , bad bluescreen , and",0
3716,141,"Poor editing , bad bluescreen ,",1
3717,141,"Poor editing , bad bluescreen",0
3718,141,"Poor editing ,",1
3719,141,Poor editing,1
3720,141,Poor,1
3721,141,editing,2
3722,141,bad bluescreen,0
3723,141,bluescreen,2
3724,141,ultra-cheesy dialogue,1
3725,141,ultra-cheesy,1
3726,141,highlight the radical action .,2
3727,141,highlight the radical action,2
3728,141,highlight,3
3729,141,the radical action,2
3730,141,radical action,3
3731,141,radical,2
3732,142,"-LRB- Cho 's face is -RRB- an amazing slapstick instrument , creating a scrapbook of living mug shots .",3
3733,142,"Cho 's face is -RRB- an amazing slapstick instrument , creating a scrapbook of living mug shots .",3
3734,142,Cho,2
3735,142,"'s face is -RRB- an amazing slapstick instrument , creating a scrapbook of living mug shots .",2
3736,142,"'s face is -RRB- an amazing slapstick instrument , creating a scrapbook of living mug shots",2
3737,142,"'s face is -RRB- an amazing slapstick instrument ,",3
3738,142,'s face is -RRB- an amazing slapstick instrument,4
3739,142,'s face is -RRB-,2
3740,142,face is -RRB-,2
3741,142,face is,2
3742,142,face,2
3743,142,an amazing slapstick instrument,3
3744,142,an amazing slapstick,4
3745,142,amazing slapstick,4
3746,142,amazing,4
3747,142,slapstick,3
3748,142,instrument,2
3749,142,creating a scrapbook of living mug shots,2
3750,142,creating,2
3751,142,a scrapbook of living mug shots,2
3752,142,a scrapbook,2
3753,142,scrapbook,2
3754,142,of living mug shots,2
3755,142,living mug shots,1
3756,142,living,2
3757,142,mug shots,1
3758,142,mug,2
3759,142,shots,2
3760,143,It gets the details of its time frame right but it completely misses its emotions .,1
3761,143,It gets the details of its time frame right but it completely misses its emotions,2
3762,143,It gets the details of its time frame right but,2
3763,143,It gets the details of its time frame right,3
3764,143,gets the details of its time frame right,2
3765,143,the details of its time frame right,2
3766,143,of its time frame right,2
3767,143,its time frame right,2
3768,143,time frame right,3
3769,143,frame right,2
3770,143,frame,2
3771,143,it completely misses its emotions,2
3772,143,completely misses its emotions,0
3773,143,completely,2
3774,143,misses its emotions,1
3775,143,misses,1
3776,143,its emotions,2
3777,143,emotions,2
3778,144,Initial strangeness inexorably gives way to rote sentimentality and mystical tenderness becomes narrative expedience .,2
3779,144,Initial strangeness inexorably gives way to rote sentimentality and mystical tenderness becomes narrative expedience,2
3780,144,Initial strangeness inexorably gives way to rote sentimentality and,1
3781,144,Initial strangeness inexorably gives way to rote sentimentality,3
3782,144,Initial strangeness,1
3783,144,Initial,2
3784,144,strangeness,2
3785,144,inexorably gives way to rote sentimentality,1
3786,144,inexorably,2
3787,144,gives way to rote sentimentality,2
3788,144,gives way,2
3789,144,to rote sentimentality,2
3790,144,rote sentimentality,2
3791,144,rote,2
3792,144,sentimentality,2
3793,144,mystical tenderness becomes narrative expedience,2
3794,144,mystical tenderness,2
3795,144,mystical,3
3796,144,tenderness,3
3797,144,becomes narrative expedience,2
3798,144,narrative expedience,2
3799,144,expedience,3
3800,145,"It lets you brush up against the humanity of a psycho , without making him any less psycho .",3
3801,145,"lets you brush up against the humanity of a psycho , without making him any less psycho .",3
3802,145,"lets you brush up against the humanity of a psycho , without making him any less psycho",2
3803,145,"lets you brush up against the humanity of a psycho ,",3
3804,145,lets you brush up against the humanity of a psycho,3
3805,145,lets,2
3806,145,you brush up against the humanity of a psycho,2
3807,145,brush up against the humanity of a psycho,2
3808,145,brush up,2
3809,145,brush,2
3810,145,against the humanity of a psycho,2
3811,145,the humanity of a psycho,2
3812,145,the humanity,2
3813,145,humanity,2
3814,145,of a psycho,2
3815,145,a psycho,1
3816,145,psycho,2
3817,145,without making him any less psycho,2
3818,145,without,2
3819,145,making him any less psycho,2
3820,145,him any less psycho,2
3821,145,him,2
3822,145,any less psycho,1
3823,145,less psycho,3
3824,146,"Like the world of his film , Hartley created a monster but did n't know how to handle it .",1
3825,146,Like the world of his film,2
3826,146,the world of his film,2
3827,146,the world,2
3828,146,of his film,2
3829,146,his film,2
3830,146,", Hartley created a monster but did n't know how to handle it .",1
3831,146,Hartley created a monster but did n't know how to handle it .,1
3832,146,Hartley,2
3833,146,created a monster but did n't know how to handle it .,1
3834,146,created a monster but did n't know how to handle it,1
3835,146,created a monster but,2
3836,146,created a monster,1
3837,146,created,2
3838,146,a monster,1
3839,146,monster,2
3840,146,did n't know how to handle it,2
3841,146,did n't,2
3842,146,did,2
3843,146,know how to handle it,2
3844,146,how to handle it,2
3845,146,to handle it,2
3846,146,handle it,2
3847,146,handle,2
3848,147,"When cowering and begging at the feet a scruffy Giannini , Madonna gives her best performance since Abel Ferrara had her beaten to a pulp in his Dangerous Game .",4
3849,147,When cowering and begging at the feet a scruffy Giannini,2
3850,147,cowering and begging at the feet a scruffy Giannini,2
3851,147,cowering and begging at the feet,2
3852,147,cowering and begging,2
3853,147,cowering and,2
3854,147,cowering,2
3855,147,begging,2
3856,147,at the feet,2
3857,147,the feet,2
3858,147,feet,2
3859,147,a scruffy Giannini,2
3860,147,a scruffy,1
3861,147,scruffy,2
3862,147,Giannini,2
3863,147,", Madonna gives her best performance since Abel Ferrara had her beaten to a pulp in his Dangerous Game .",3
3864,147,Madonna gives her best performance since Abel Ferrara had her beaten to a pulp in his Dangerous Game .,3
3865,147,Madonna,2
3866,147,gives her best performance since Abel Ferrara had her beaten to a pulp in his Dangerous Game .,3
3867,147,gives her best performance since Abel Ferrara had her beaten to a pulp in his Dangerous Game,4
3868,147,gives her best performance,2
3869,147,gives her best,3
3870,147,her best,3
3871,147,since Abel Ferrara had her beaten to a pulp in his Dangerous Game,2
3872,147,since,2
3873,147,Abel Ferrara had her beaten to a pulp in his Dangerous Game,2
3874,147,Abel Ferrara,2
3875,147,Abel,2
3876,147,Ferrara,2
3877,147,had her beaten to a pulp in his Dangerous Game,2
3878,147,her beaten to a pulp in his Dangerous Game,1
3879,147,beaten to a pulp in his Dangerous Game,1
3880,147,beaten,1
3881,147,to a pulp in his Dangerous Game,2
3882,147,a pulp in his Dangerous Game,2
3883,147,a pulp,2
3884,147,pulp,2
3885,147,in his Dangerous Game,2
3886,147,his Dangerous Game,2
3887,147,Dangerous Game,2
3888,147,Dangerous,1
3889,147,Game,2
3890,148,Too clumsy in key moments ... to make a big splash .,1
3891,148,Too clumsy in key moments,1
3892,148,Too clumsy,1
3893,148,clumsy,1
3894,148,in key moments,2
3895,148,key moments,2
3896,148,key,2
3897,148,moments,2
3898,148,... to make a big splash .,2
3899,148,to make a big splash .,3
3900,148,to make a big splash,3
3901,148,make a big splash,3
3902,148,a big splash,3
3903,148,big splash,3
3904,148,splash,3
3905,149,"Because Eight Legged Freaks is partly an homage to Them , Tarantula and other low - budget B-movie thrillers of the 1950s and '60s , the movie is a silly -LRB- but not sophomoric -RRB- romp through horror and hellish conditions .",2
3906,149,"Because Eight Legged Freaks is partly an homage to Them , Tarantula and other low - budget B-movie thrillers of the 1950s and '60s",2
3907,149,"Eight Legged Freaks is partly an homage to Them , Tarantula and other low - budget B-movie thrillers of the 1950s and '60s",2
3908,149,Eight Legged Freaks,2
3909,149,Eight,2
3910,149,Legged Freaks,1
3911,149,Legged,2
3912,149,Freaks,2
3913,149,"is partly an homage to Them , Tarantula and other low - budget B-movie thrillers of the 1950s and '60s",2
3914,149,is partly,2
3915,149,partly,2
3916,149,"an homage to Them , Tarantula and other low - budget B-movie thrillers of the 1950s and '60s",3
3917,149,"an homage to Them , Tarantula and other low -",2
3918,149,"an homage to Them , Tarantula and other low",3
3919,149,an homage,2
3920,149,homage,3
3921,149,"to Them , Tarantula and other low",2
3922,149,"Them , Tarantula and other low",2
3923,149,"Them , Tarantula and",2
3924,149,"Them , Tarantula",2
3925,149,"Them ,",2
3926,149,Tarantula,2
3927,149,other low,2
3928,149,low,2
3929,149,budget B-movie thrillers of the 1950s and '60s,2
3930,149,budget B-movie thrillers,2
3931,149,budget,2
3932,149,B-movie thrillers,3
3933,149,B-movie,1
3934,149,thrillers,2
3935,149,of the 1950s and '60s,2
3936,149,the 1950s and '60s,2
3937,149,1950s and '60s,2
3938,149,1950s and,2
3939,149,1950s,2
3940,149,'60s,2
3941,149,", the movie is a silly -LRB- but not sophomoric -RRB- romp through horror and hellish conditions .",3
